,Episode_no,Step_no,Old_State0,Old_State1,Old_State2,Old_State3,New_State0,New_State1,New_State2,New_State3,Action0,Action1,Reward
24,2.0,7.0,-0.04187315281664336,-0.2355704323328913,0.12345877467286095,0.4408787759795262,-0.04658456146330119,-0.43220348615503296,0.1322763501924515,0.7697881328537919,1.0,0.0,1.0
25,2.0,8.0,-0.04658456146330119,-0.43220348615503296,0.1322763501924515,0.7697881328537919,-0.05522863118640185,-0.6288738476976911,0.14767211284952733,1.1009925136547052,1.0,0.0,1.0
26,2.0,9.0,-0.05522863118640185,-0.6288738476976911,0.14767211284952733,1.1009925136547052,-0.06780610814035566,-0.4359706424783912,0.16969196312262144,0.8580449431334325,0.0,1.0,1.0
27,2.0,10.0,-0.06780610814035566,-0.4359706424783912,0.16969196312262144,0.8580449431334325,-0.07652552098992349,-0.2435161895726763,0.18685286198529008,0.6231599974071726,0.0,1.0,1.0
28,2.0,11.0,-0.07652552098992349,-0.2435161895726763,0.18685286198529008,0.6231599974071726,-0.08139584478137701,-0.05142670598958307,0.19931606193343354,0.3946567462306591,0.0,1.0,1.0
29,2.0,12.0,-0.08139584478137701,-0.05142670598958307,0.19931606193343354,0.3946567462306591,-0.08242437890116867,0.14039171288219945,0.20720919685804676,0.1708371844308402,0.0,1.0,1.0
30,2.0,13.0,-0.08242437890116867,0.14039171288219945,0.20720919685804676,0.1708371844308402,-0.07961654464352469,-0.057000421272819735,0.21062594054666356,0.521076228522011,1.0,0.0,0.0
31,3.0,0.0,0.02023762246021824,-0.02749563171966649,-0.017243893754178674,-0.026370918601372785,0.019687709825824903,0.1678693112289733,-0.01777131212620613,-0.32444421852509514,0.0,1.0,1.0
32,3.0,1.0,0.019687709825824903,0.1678693112289733,-0.01777131212620613,-0.32444421852509514,0.023045096050404373,-0.026995149384215437,-0.024260196496708037,-0.037418173648621315,1.0,0.0,1.0
33,3.0,2.0,0.023045096050404373,-0.026995149384215437,-0.024260196496708037,-0.037418173648621315,0.02250519306272006,0.16846614300009102,-0.02500855996968046,-0.3376556344967265,0.0,1.0,1.0
34,3.0,3.0,0.02250519306272006,0.16846614300009102,-0.02500855996968046,-0.3376556344967265,0.02587451592272189,-0.02629116899615705,-0.031761672659614985,-0.05296276700203378,1.0,0.0,1.0
35,3.0,4.0,0.02587451592272189,-0.02629116899615705,-0.031761672659614985,-0.05296276700203378,0.025348692542798743,0.16927146731389558,-0.03282092799965567,-0.3554951324677118,0.0,1.0,1.0
36,3.0,5.0,0.025348692542798743,0.16927146731389558,-0.03282092799965567,-0.3554951324677118,0.028734121889076657,0.36484432519019183,-0.039930830649009916,-0.658344048723859,0.0,1.0,1.0
37,3.0,6.0,0.028734121889076657,0.36484432519019183,-0.039930830649009916,-0.658344048723859,0.036031008392880495,0.1703002370138628,-0.05309771162348709,-0.37849707646332825,1.0,0.0,1.0
38,3.0,7.0,0.036031008392880495,0.1703002370138628,-0.05309771162348709,-0.37849707646332825,0.03943701313315775,0.3661344771700781,-0.06066765315275365,-0.6874378303931789,0.0,1.0,1.0
39,3.0,8.0,0.03943701313315775,0.3661344771700781,-0.06066765315275365,-0.6874378303931789,0.046759702676559316,0.5620437091307606,-0.07441640976061722,-0.998586402584016,0.0,1.0,1.0
40,3.0,9.0,0.046759702676559316,0.5620437091307606,-0.07441640976061722,-0.998586402584016,0.05800057685917453,0.3679912189235219,-0.09438813781229756,-0.7301715006043157,1.0,0.0,1.0
41,3.0,10.0,0.05800057685917453,0.3679912189235219,-0.09438813781229756,-0.7301715006043157,0.06536040123764496,0.17429177883805208,-0.10899156782438386,-0.4686245746279904,1.0,0.0,1.0
42,3.0,11.0,0.06536040123764496,0.17429177883805208,-0.10899156782438386,-0.4686245746279904,0.06884623681440599,0.37077106762945977,-0.11836405931694367,-0.7935748499700328,0.0,1.0,1.0
43,3.0,12.0,0.06884623681440599,0.37077106762945977,-0.11836405931694367,-0.7935748499700328,0.0762616581669952,0.17745551544555355,-0.13423555631634432,-0.5403482560805152,1.0,0.0,1.0
44,3.0,13.0,0.0762616581669952,0.17745551544555355,-0.13423555631634432,-0.5403482560805152,0.07981076847590628,0.3741836077916064,-0.14504252143795462,-0.8721325629333088,0.0,1.0,1.0
45,3.0,14.0,0.07981076847590628,0.3741836077916064,-0.14504252143795462,-0.8721325629333088,0.08729444063173841,0.5709486105324545,-0.1624851726966208,-1.2066740921063783,0.0,1.0,1.0
46,3.0,15.0,0.08729444063173841,0.5709486105324545,-0.1624851726966208,-1.2066740921063783,0.09871341284238752,0.7677533783690742,-0.1866186545387484,-1.545553580254834,0.0,1.0,1.0
47,3.0,16.0,0.09871341284238752,0.7677533783690742,-0.1866186545387484,-1.545553580254834,0.11406848040976897,0.9645618877545086,-0.21752972614384505,-1.8901886030993869,0.0,1.0,0.0
48,4.0,0.0,0.0004372189000632215,0.01817712842447507,-0.04280351121042622,0.01566806065552445,0.0008007614685527229,0.21388596434438675,-0.042490149997315735,-0.2902066996743125,0.0,1.0,1.0
49,4.0,1.0,0.0008007614685527229,0.21388596434438675,-0.042490149997315735,-0.2902066996743125,0.005078480755440457,0.019394838167764245,-0.04829428399080198,-0.011221668911069071,1.0,0.0,1.0
50,4.0,2.0,0.005078480755440457,0.019394838167764245,-0.04829428399080198,-0.011221668911069071,0.005466377518795742,0.21517493208924884,-0.04851871736902336,-0.3187424082021576,0.0,1.0,1.0
51,4.0,3.0,0.005466377518795742,0.21517493208924884,-0.04851871736902336,-0.3187424082021576,0.00976987616058072,0.020776370184588028,-0.05489356553306651,-0.04174662526296563,1.0,0.0,1.0
52,4.0,4.0,0.00976987616058072,0.020776370184588028,-0.05489356553306651,-0.04174662526296563,0.01018540356427248,0.21664075971828275,-0.055728498038325816,-0.3512312759120694,0.0,1.0,1.0
53,4.0,5.0,0.01018540356427248,0.21664075971828275,-0.055728498038325816,-0.3512312759120694,0.014518218758638134,0.4125091179024553,-0.06275312355656723,-0.6609534041594352,0.0,1.0,1.0
54,4.0,6.0,0.014518218758638134,0.4125091179024553,-0.06275312355656723,-0.6609534041594352,0.02276840111668724,0.6084455681603467,-0.07597219163975592,-0.9727168896858202,0.0,1.0,1.0
55,4.0,7.0,0.02276840111668724,0.6084455681603467,-0.07597219163975592,-0.9727168896858202,0.03493731247989418,0.8045001820820221,-0.09542652943347232,-1.2882648758348467,0.0,1.0,1.0
56,4.0,8.0,0.03493731247989418,0.8045001820820221,-0.09542652943347232,-1.2882648758348467,0.05102731612153462,0.6107129492659413,-0.12119182695016925,-1.026919364071932,1.0,0.0,1.0
57,4.0,9.0,0.05102731612153462,0.6107129492659413,-0.12119182695016925,-1.026919364071932,0.06324157510685345,0.8072214634975041,-0.1417302142316079,-1.3550633666727152,0.0,1.0,1.0
58,4.0,10.0,0.06324157510685345,0.8072214634975041,-0.1417302142316079,-1.3550633666727152,0.07938600437680353,0.6141338796251745,-0.1688314815650622,-1.1098654231151472,1.0,0.0,1.0
59,4.0,11.0,0.07938600437680353,0.6141338796251745,-0.1688314815650622,-1.1098654231151472,0.09166868196930704,0.4215833319040059,-0.19102879002736514,-0.8745471732739751,1.0,0.0,1.0
60,4.0,12.0,0.09166868196930704,0.4215833319040059,-0.19102879002736514,-0.8745471732739751,0.10010034860738716,0.6187170701746703,-0.20851973349284464,-1.2206903218037368,0.0,1.0,1.0
61,4.0,13.0,0.10010034860738716,0.6187170701746703,-0.20851973349284464,-1.2206903218037368,0.11247469001088056,0.8158245626025475,-0.23293353992891935,-1.570808576784049,0.0,1.0,0.0
62,5.0,0.0,-0.015754633083271706,0.010689650150955151,-0.016296243573169347,-0.0473517978769759,-0.015540840080252603,-0.1841948794928599,-0.017243279530708866,0.2401452976383893,1.0,0.0,1.0
63,5.0,1.0,-0.015540840080252603,-0.1841948794928599,-0.017243279530708866,0.2401452976383893,-0.0192247376701098,0.011169096560974008,-0.012440373577941082,-0.05792637470751405,0.0,1.0,1.0
64,5.0,2.0,-0.0192247376701098,0.011169096560974008,-0.012440373577941082,-0.05792637470751405,-0.019001355738890318,-0.18377229320262906,-0.013598901072091362,0.23080570746682816,1.0,0.0,1.0
65,5.0,3.0,-0.019001355738890318,-0.18377229320262906,-0.013598901072091362,0.23080570746682816,-0.0226768016029429,0.011541312658049668,-0.0089827869227548,-0.06613556590551023,0.0,1.0,1.0
66,5.0,4.0,-0.0226768016029429,0.011541312658049668,-0.0089827869227548,-0.06613556590551023,-0.022445975349781908,-0.18345070627546944,-0.010305498240865005,0.22369975823821,1.0,0.0,1.0
67,5.0,5.0,-0.022445975349781908,-0.18345070627546944,-0.010305498240865005,0.22369975823821,-0.026114989475291298,-0.3784238600720151,-0.0058315030761008045,0.5131141961234097,1.0,0.0,1.0
68,5.0,6.0,-0.026114989475291298,-0.3784238600720151,-0.0058315030761008045,0.5131141961234097,-0.0336834666767316,-0.5734631934914853,0.004430780846367389,0.8039537696361373,1.0,0.0,1.0
69,5.0,7.0,-0.0336834666767316,-0.5734631934914853,0.004430780846367389,0.8039537696361373,-0.045152730546561305,-0.7686456134476237,0.02050985623909013,1.0980271710422105,1.0,0.0,1.0
70,5.0,8.0,-0.045152730546561305,-0.7686456134476237,0.02050985623909013,1.0980271710422105,-0.06052564281551377,-0.964031487312489,0.042470399659934335,1.3970738165764245,1.0,0.0,1.0
71,5.0,9.0,-0.06052564281551377,-0.964031487312489,0.042470399659934335,1.3970738165764245,-0.07980627256176356,-0.7694627072367358,0.07041187599146284,1.1179663639448167,0.0,1.0,1.0
72,5.0,10.0,-0.07980627256176356,-0.7694627072367358,0.07041187599146284,1.1179663639448167,-0.09519552670649828,-0.5753317524306258,0.09277120327035918,0.8481754754438025,0.0,1.0,1.0
73,5.0,11.0,-0.09519552670649828,-0.5753317524306258,0.09277120327035918,0.8481754754438025,-0.1067021617551108,-0.7715883020262069,0.10973471277923524,1.16853002449227,1.0,0.0,1.0
74,5.0,12.0,-0.1067021617551108,-0.7715883020262069,0.10973471277923524,1.16853002449227,-0.12213392779563495,-0.9679531915317724,0.13310531326908062,1.4935030075095743,1.0,0.0,1.0
75,5.0,13.0,-0.12213392779563495,-0.9679531915317724,0.13310531326908062,1.4935030075095743,-0.14149299162627038,-1.1644196061425578,0.1629753734192721,1.8246133924368384,1.0,0.0,1.0
76,5.0,14.0,-0.14149299162627038,-1.1644196061425578,0.1629753734192721,1.8246133924368384,-0.16478138374912155,-0.9714385332418842,0.19946764126800887,1.5866805361046252,0.0,1.0,1.0
77,5.0,15.0,-0.16478138374912155,-0.9714385332418842,0.19946764126800887,1.5866805361046252,-0.18421015441395924,-0.7791676501964571,0.2312012519901014,1.3622480551583611,0.0,1.0,0.0
78,6.0,0.0,0.02017621468249456,-0.015562173542010718,-0.013825194449845035,-0.04051291680783727,0.019864971211654345,-0.2104831727361893,-0.014635452786001781,0.2477761624258213,1.0,0.0,1.0
79,6.0,1.0,0.019864971211654345,-0.2104831727361893,-0.014635452786001781,0.2477761624258213,0.01565530775693056,-0.015155295383770697,-0.009679929537485357,-0.04948694476780191,0.0,1.0,1.0
80,6.0,2.0,0.01565530775693056,-0.015155295383770697,-0.009679929537485357,-0.04948694476780191,0.015352201849255146,-0.2101371172595627,-0.010669668432841391,0.24012623081359225,1.0,0.0,1.0
81,6.0,3.0,0.015352201849255146,-0.2101371172595627,-0.010669668432841391,0.24012623081359225,0.011149459504063892,-0.4051050376358055,-0.005867143816569547,0.5294246419065307,1.0,0.0,1.0
82,6.0,4.0,0.011149459504063892,-0.4051050376358055,-0.005867143816569547,0.5294246419065307,0.0030473587513477826,-0.2099010409752018,0.004721349021561067,0.23489875620097084,0.0,1.0,1.0
83,6.0,5.0,0.0030473587513477826,-0.2099010409752018,0.004721349021561067,0.23489875620097084,-0.0011506620681562534,-0.40509012972323905,0.009419324145580485,0.5290671975444879,1.0,0.0,1.0
84,6.0,6.0,-0.0011506620681562534,-0.40509012972323905,0.009419324145580485,0.5290671975444879,-0.009252464662621031,-0.21010195098943368,0.020000668096470244,0.2393671447464293,0.0,1.0,1.0
85,6.0,7.0,-0.009252464662621031,-0.21010195098943368,0.020000668096470244,0.2393671447464293,-0.013454503682409706,-0.015271346164281803,0.02478801099139883,-0.046940506964438855,0.0,1.0,1.0
86,6.0,8.0,-0.013454503682409706,-0.015271346164281803,0.02478801099139883,-0.046940506964438855,-0.013759930605695343,0.17948655317713114,0.023849200852110054,-0.33170068054634577,0.0,1.0,1.0
87,6.0,9.0,-0.013759930605695343,0.17948655317713114,0.023849200852110054,-0.33170068054634577,-0.01017019954215272,0.3742610567484763,0.01721518724118314,-0.6167683509381201,0.0,1.0,1.0
88,6.0,10.0,-0.01017019954215272,0.3742610567484763,0.01721518724118314,-0.6167683509381201,-0.002684978407183193,0.5691383289281201,0.004879820222420736,-0.9039799294579484,0.0,1.0,1.0
89,6.0,11.0,-0.002684978407183193,0.5691383289281201,0.004879820222420736,-0.9039799294579484,0.008697788171379206,0.7641938480495178,-0.013199778366738229,-1.1951250631044958,0.0,1.0,1.0
90,6.0,12.0,0.008697788171379206,0.7641938480495178,-0.013199778366738229,-1.1951250631044958,0.02398166513236957,0.56924527102228,-0.03710227962882815,-0.9066082943663566,1.0,0.0,1.0
91,6.0,13.0,0.02398166513236957,0.56924527102228,-0.03710227962882815,-0.9066082943663566,0.03536657055281517,0.7648493966262911,-0.05523444551615528,-1.2107181252626664,0.0,1.0,1.0
92,6.0,14.0,0.03536657055281517,0.7648493966262911,-0.05523444551615528,-1.2107181252626664,0.050663558485340994,0.9606392683804004,-0.0794488080214086,-1.5201857246854016,0.0,1.0,1.0
93,6.0,15.0,0.050663558485340994,0.9606392683804004,-0.0794488080214086,-1.5201857246854016,0.069876343852949,0.7665624520340663,-0.10985252251511664,-1.2533221774025414,1.0,0.0,1.0
94,6.0,16.0,0.069876343852949,0.7665624520340663,-0.10985252251511664,-1.2533221774025414,0.08520759289363032,0.5730055148513092,-0.13491896606316747,-0.9969685568072396,1.0,0.0,1.0
95,6.0,17.0,0.08520759289363032,0.5730055148513092,-0.13491896606316747,-0.9969685568072396,0.09666770319065653,0.7696482405347104,-0.15485833719931227,-1.328798024911237,0.0,1.0,1.0
96,6.0,18.0,0.09666770319065653,0.7696482405347104,-0.15485833719931227,-1.328798024911237,0.11206066800135073,0.5767818769614982,-0.18143429769753705,-1.0883070133380002,1.0,0.0,1.0
97,6.0,19.0,0.11206066800135073,0.5767818769614982,-0.18143429769753705,-1.0883070133380002,0.1235963055405807,0.3844549173831715,-0.203200437964297,-0.8576013961056612,1.0,0.0,1.0
98,6.0,20.0,0.1235963055405807,0.3844549173831715,-0.203200437964297,-0.8576013961056612,0.1312854038882441,0.5816789907393745,-0.22035246588641025,-1.2066815497337813,0.0,1.0,0.0
99,7.0,0.0,0.003732262376462549,0.04893752159275176,0.008030955564729624,0.04397538563507228,0.004711012808317584,0.24394339700135576,0.00891046327743107,-0.2461629191124068,0.0,1.0,1.0
100,7.0,1.0,0.004711012808317584,0.24394339700135576,0.00891046327743107,-0.2461629191124068,0.0095898807483447,0.04869532448804609,0.003987204895182935,0.04931720478364901,1.0,0.0,1.0
101,7.0,2.0,0.0095898807483447,0.04869532448804609,0.003987204895182935,0.04931720478364901,0.01056378723810562,0.2437598765131564,0.004973548990855915,-0.2421050623005663,0.0,1.0,1.0
102,7.0,3.0,0.01056378723810562,0.2437598765131564,0.004973548990855915,-0.2421050623005663,0.015438984768368746,0.048567236200324236,0.0001314477448445886,0.0521424943095454,1.0,0.0,1.0
103,7.0,4.0,0.015438984768368746,0.048567236200324236,0.0001314477448445886,0.0521424943095454,0.016410329492375232,-0.14655659957682982,0.0011742976310354966,0.3448668910835627,1.0,0.0,1.0
104,7.0,5.0,0.016410329492375232,-0.14655659957682982,0.0011742976310354966,0.3448668910835627,0.013479197500838636,0.04854862708192334,0.008071635452706751,0.05255449630349879,0.0,1.0,1.0
105,7.0,6.0,0.013479197500838636,0.04854862708192334,0.008071635452706751,0.05255449630349879,0.014450170042477103,-0.1466881257183922,0.009122725378776729,0.34777312066492183,1.0,0.0,1.0
106,7.0,7.0,0.014450170042477103,-0.1466881257183922,0.009122725378776729,0.34777312066492183,0.011516407528109259,-0.34193863752035625,0.016078187792075163,0.6433187453478224,1.0,0.0,1.0
107,7.0,8.0,0.011516407528109259,-0.34193863752035625,0.016078187792075163,0.6433187453478224,0.004677634777702134,-0.5372809475912158,0.028944562699031614,0.9410211216423274,1.0,0.0,1.0
108,7.0,9.0,0.004677634777702134,-0.5372809475912158,0.028944562699031614,0.9410211216423274,-0.006067984174122182,-0.3425608028883942,0.047764985131878164,0.657571759917157,0.0,1.0,1.0
109,7.0,10.0,-0.006067984174122182,-0.3425608028883942,0.047764985131878164,0.657571759917157,-0.012919200231890065,-0.1481351202867501,0.0609164203302213,0.380303424948046,0.0,1.0,1.0
110,7.0,11.0,-0.012919200231890065,-0.1481351202867501,0.0609164203302213,0.380303424948046,-0.015881902637625067,-0.34406681815812257,0.06852248882918223,0.6915541945598569,1.0,0.0,1.0
111,7.0,12.0,-0.015881902637625067,-0.34406681815812257,0.06852248882918223,0.6915541945598569,-0.02276323900078752,-0.14995914358161486,0.08235357272037935,0.4212058155470474,0.0,1.0,1.0
112,7.0,13.0,-0.02276323900078752,-0.14995914358161486,0.08235357272037935,0.4212058155470474,-0.025762421872419814,-0.3461454564933998,0.0907776890313203,0.7386725224188582,1.0,0.0,1.0
113,7.0,14.0,-0.025762421872419814,-0.3461454564933998,0.0907776890313203,0.7386725224188582,-0.032685331002287814,-0.5423958865384249,0.10555113947969746,1.058488086515622,1.0,0.0,1.0
114,7.0,15.0,-0.032685331002287814,-0.5423958865384249,0.10555113947969746,1.058488086515622,-0.04353324873305632,-0.7387457461405309,0.1267209012100099,1.3823481874508472,1.0,0.0,1.0
115,7.0,16.0,-0.04353324873305632,-0.7387457461405309,0.1267209012100099,1.3823481874508472,-0.058308163655866926,-0.9352004565582768,0.15436786495902685,1.711823702229878,1.0,0.0,1.0
116,7.0,17.0,-0.058308163655866926,-0.9352004565582768,0.15436786495902685,1.711823702229878,-0.07701217278703247,-1.131721754438742,0.1886043390036244,2.0483044945193614,1.0,0.0,1.0
117,7.0,18.0,-0.07701217278703247,-1.131721754438742,0.1886043390036244,2.0483044945193614,-0.09964660787580733,-0.938969321028102,0.22957042889401166,1.8194245237102564,0.0,1.0,0.0
118,8.0,0.0,0.012343437478786877,-0.01765812335384777,0.015226001407467715,-0.009708174665961187,0.011990275011709921,-0.2129950892739299,0.01503183791414849,0.28773958243240544,1.0,0.0,1.0
119,8.0,1.0,0.011990275011709921,-0.2129950892739299,0.01503183791414849,0.28773958243240544,0.007730373226231323,-0.01809069217387224,0.0207866295627966,-0.00016479003570674108,0.0,1.0,1.0
120,8.0,2.0,0.007730373226231323,-0.01809069217387224,0.0207866295627966,-0.00016479003570674108,0.007368559382753878,-0.2135044909217096,0.020783333762082468,0.2990034129930201,1.0,0.0,1.0
121,8.0,3.0,0.007368559382753878,-0.2135044909217096,0.020783333762082468,0.2990034129930201,0.003098469564319686,-0.01868486121368515,0.02676340202194287,0.012946940217585691,0.0,1.0,1.0
122,8.0,4.0,0.003098469564319686,-0.01868486121368515,0.02676340202194287,0.012946940217585691,0.002724772340045983,0.17604324788780876,0.027022340826294584,-0.2711731189426608,0.0,1.0,1.0
123,8.0,5.0,0.002724772340045983,0.17604324788780876,0.027022340826294584,-0.2711731189426608,0.006245637297802158,0.37076938456510605,0.021598878447441367,-0.5552120862955798,0.0,1.0,1.0
124,8.0,6.0,0.006245637297802158,0.37076938456510605,0.021598878447441367,-0.5552120862955798,0.013661024989104278,0.5655815188946351,0.01049463672152977,-0.8410125523117163,0.0,1.0,1.0
125,8.0,7.0,0.013661024989104278,0.5655815188946351,0.01049463672152977,-0.8410125523117163,0.02497265536699698,0.7605586431857394,-0.006325614324704557,-1.1303767666313642,0.0,1.0,1.0
126,8.0,8.0,0.02497265536699698,0.7605586431857394,-0.006325614324704557,-1.1303767666313642,0.040183828230711774,0.5655200937650426,-0.028933149657331837,-0.8396845138060542,1.0,0.0,1.0
127,8.0,9.0,0.040183828230711774,0.5655200937650426,-0.028933149657331837,-0.8396845138060542,0.05149423010601263,0.7610248856397399,-0.045726839933452924,-1.1413241226373585,0.0,1.0,1.0
128,8.0,10.0,0.05149423010601263,0.7610248856397399,-0.045726839933452924,-1.1413241226373585,0.06671472781880743,0.9567137024899292,-0.0685533223862001,-1.4479895270590992,0.0,1.0,1.0
129,8.0,11.0,0.06671472781880743,0.9567137024899292,-0.0685533223862001,-1.4479895270590992,0.08584900186860601,1.1526083560194964,-0.09751311292738207,-1.7612802081462924,0.0,1.0,1.0
130,8.0,12.0,0.08584900186860601,1.1526083560194964,-0.09751311292738207,-1.7612802081462924,0.10890116898899596,1.3486892941472064,-0.13273871709030793,-2.082627793542322,0.0,1.0,1.0
131,8.0,13.0,0.10890116898899596,1.3486892941472064,-0.13273871709030793,-2.082627793542322,0.13587495487194007,1.155136758254943,-0.17439127296115434,-1.8337636529090144,1.0,0.0,1.0
132,8.0,14.0,0.13587495487194007,1.155136758254943,-0.17439127296115434,-1.8337636529090144,0.15897769003703893,1.351707100110244,-0.21106654601933467,-2.1751584484129918,0.0,1.0,0.0
133,9.0,0.0,-0.045811859289060584,0.03781743540728237,0.006239377602801133,0.04575324238061782,-0.045055510580914934,0.2328493643401148,0.007154442450413489,-0.24495459150355786,0.0,1.0,1.0
134,9.0,1.0,-0.045055510580914934,0.2328493643401148,0.007154442450413489,-0.24495459150355786,-0.040398523294112636,0.037625961421217664,0.002255350620342332,0.04997640650737442,1.0,0.0,1.0
135,9.0,2.0,-0.040398523294112636,0.037625961421217664,0.002255350620342332,0.04997640650737442,-0.03964600406568829,-0.1575282565868943,0.003254878750489821,0.34337006153558297,1.0,0.0,1.0
136,9.0,3.0,-0.03964600406568829,-0.1575282565868943,0.003254878750489821,0.34337006153558297,-0.04279656919742617,0.03754723841745075,0.010122279981201479,0.05171530169750438,0.0,1.0,1.0
137,9.0,4.0,-0.04279656919742617,0.03754723841745075,0.010122279981201479,0.05171530169750438,-0.04204562442907716,-0.1577183809047249,0.011156586015151569,0.3475746250366769,1.0,0.0,1.0
138,9.0,5.0,-0.04204562442907716,-0.1577183809047249,0.011156586015151569,0.3475746250366769,-0.045199992047171664,-0.3529972272804664,0.0181080785158851,0.6437546333519049,1.0,0.0,1.0
139,9.0,6.0,-0.045199992047171664,-0.3529972272804664,0.0181080785158851,0.6437546333519049,-0.05225993659278098,-0.5483668101978495,0.0309831711829232,0.942084446550655,1.0,0.0,1.0
140,9.0,7.0,-0.05225993659278098,-0.5483668101978495,0.0309831711829232,0.942084446550655,-0.06322727279673797,-0.7438922683615813,0.0498248601139363,1.2443394680629312,1.0,0.0,1.0
141,9.0,8.0,-0.06322727279673797,-0.7438922683615813,0.0498248601139363,1.2443394680629312,-0.07810511816396959,-0.5494437533508044,0.07471164947519493,0.967671110681874,0.0,1.0,1.0
